"Sort Key","Type","Name","Version","Name Space Id","Description","Steward","Value Type","Minimum Cardinality","Maximum Cardinality","Minimum Value","Maximum Value","Minimum Characters","Maximum Characters","Unit of Measure Type","Specified Unit Id","Attribute Concept","Conceptual Domain"
"rings:Body_Ident_Base:1               ","Class","Body_Ident_Base","1.0.0.0","rings","The Body_Ident_Base class provides multiple attributes that can be used to identify a physical object (spacecraft, planet instrument, transmitter, system barycenter, etc.). At least one must be used. ","rings","","","","","","","","","","",""
"rings:Occultation_Ring_Profile:2       rings:ring_plane:2                     Value:F","Value","F","","","Parameters such as ring_radius were determined based on the plane of the F Ring."
"rings:Occultation_Ring_Profile:2       rings:ring_plane:2                     Value:G","Value","G","","","Parameters such as ring_radius were determined based on the plane of the G Ring."
"rings:Occultation_Ring_Profile:2       rings:ring_plane:2                     Value:Phoebe","Value","Phoebe","","","Parameters such as ring_radius were determined based on the plane of the Phoebe Ring."
"rings:Occultation_Ring_Profile:2       rings:ring_plane:2                     Value:alpha","Value","alpha","","","Parameters such as ring_radius were determined based on the plane of the Alpha Ring."
"rings:Occultation_Ring_Profile:2       rings:ring_plane:2                     Value:beta","Value","beta","","","Parameters such as ring_radius were determined based on the plane of the Beta Ring."
"rings:Occultation_Ring_Profile:2       rings:ring_plane:2                     Value:delta","Value","delta","","","Parameters such as ring_radius were determined based on the plane of the Delta Ring."
"rings:Occultation_Ring_Profile:2       rings:ring_plane:2                     Value:epsilon","Value","epsilon","","","Parameters such as ring_radius were determined based on the plane of the Epsilon Ring."
"rings:Occultation_Ring_Profile:2       rings:ring_plane:2                     Value:eta","Value","eta","","","Parameters such as ring_radius were determined based on the plane of the Eta Ring."
"rings:Occultation_Ring_Profile:2       rings:ring_plane:2                     Value:five","Value","five","","","Parameters such as ring_radius were determined based on the plane of the Five Ring."
"rings:Occultation_Ring_Profile:2       rings:ring_plane:2                     Value:four","Value","four","","","Parameters such as ring_radius were determined based on the plane of the Four Ring."
"rings:Occultation_Ring_Profile:2       rings:ring_plane:2                     Value:gamma","Value","gamma","","","Parameters such as ring_radius were determined based on the plane of the Gamma Ring."
"rings:Occultation_Ring_Profile:2       rings:ring_plane:2                     Value:individual","Value","individual","","","When parameters such as ring_radius are given in the data file for multiple rings, each set of parameters for a specific ring were determined based on the plane of that specific ring."
"rings:Occultation_Ring_Profile:2       rings:ring_plane:2                     Value:lambda","Value","lambda","","","Parameters such as ring_radius were determined based on the plane of the Lambda Ring."
"rings:Occultation_Ring_Profile:2       rings:ring_plane:2                     Value:mu","Value","mu","","","Parameters such as ring_radius were determined based on the plane of the Mu Ring."
"rings:Occultation_Ring_Profile:2       rings:ring_plane:2                     Value:nu","Value","nu","","","Parameters such as ring_radius were determined based on the plane of the Nu Ring."
"rings:Occultation_Ring_Profile:2       rings:ring_plane:2                     Value:six","Value","six","","","Parameters such as ring_radius were determined based on the plane of the Six Ring."
"rings:Occultation_Ring_Profile:2       rings:star_name:1                     ","Attribute","star_name","n/a","rings","star_name provides the identifying name of star, including the catalog name if necessary. Examples include 'sigma Sgr' and 'SAO 123456' (for star number 123456 in the Smithsonian Astrophysical Observatory catalog). Use 'Sun' for solar occultations. Required in labels for stellar and solar occultations. Not used for radio occultations. ","rings","ASCII_Short_String_Collapsed","0","*","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"rings:Occultation_Ring_Profile:2       rings:fresnel_scale:1                 ","Attribute","fresnel_scale","n/a","rings","fresnel_scale is sqrt(lambda * D/2), where lambda is the central wavelength of the observation and D is the average distance between the observer and the occulting ring. This is an average value for the entire occultation and is a measure of the limit on the radial resolution of ring structure due to diffraction. Note that the actual overall resolution is affected as well by the projected diameter of the occulted star and the instrumental time constant, if any. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"rings:Occultation_Ring_Profile:2       rings:projected_star_diameter:1       ","Attribute","projected_star_diameter","n/a","rings","projected_star_diameter provides the projected angular diameter of the occulted star, from observer to occulting object. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"rings:Occultation_Ring_Profile:2       rings:sigma_projected_star_diameter:1 ","Attribute","sigma_projected_star_diameter","n/a","rings","sigma_projected_star_diameter indicates the uncertainty (1-sigma) in the projected_star_diameter. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"rings:Occultation_Ring_Profile:2       rings:fractional_error_star_counts:1  ","Attribute","fractional_error_star_counts","n/a","rings","fractional_error_star_counts indicates the fractional error (1-sigma) in star counts used for square-well model fit. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","REAL"
"rings:Occultation_Ring_Profile:2       rings:time_constant_type:1            ","Attribute","time_constant_type","n/a","rings","time_constant_type distinguishes between three types of instrumental time constant assumed in a square-well model. This attribute is required if the time_constant attribute is present. ","rings","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"rings:Occultation_Ring_Profile:2       rings:time_constant_type:2             Value:Double Pole","Value","Double Pole","","","double pole filter."
"rings:Occultation_Ring_Profile:2       rings:time_constant_type:2             Value:None","Value","None","","","No instrumental time constant, in which case time_constant and sigma_time_constant are both zero."
"rings:Occultation_Ring_Profile:2       rings:time_constant_type:2             Value:Single Pole","Value","Single Pole","","","A single pole filter with impulse response given by h(t) = (t/t_c^2)exp(-t/t_c) for t greater than 0, 0 for t less than 0, where t_c is the time constant. See Eq. 9 Elliot et al. (1984) Astron. J. 1587-1603. "
"rings:Occultation_Ring_Profile:2       rings:time_constant:1                 ","Attribute","time_constant","n/a","rings","time_constant indicates the instrumental time constant of the detector. See Eq. 9 Elliot et al. (1984) Astron. J. 1587-1603. If this attribute is used then the attribute time_constant_type also must be present. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Time","none","TBD_classConcept","REAL"
"rings:Occultation_Ring_Profile:2       rings:sigma_time_constant:1           ","Attribute","sigma_time_constant","n/a","rings","sigma_time_constant indicates the uncertainty in the time_constant. See Eq. 9 Elliot et al. (1984) Astron. J. 1587-1603. If this attribute is used then the attribute time_constant also must be present. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Time","none","TBD_classConcept","REAL"
"rings:Occultation_Ring_Profile:2       rings:dsn_station_number:1            ","Attribute","dsn_station_number","n/a","rings","dsn_station_number identifies the receiving DSN station. Required in labels for radio occultations; not used for stellar occultations. Nillable in which case the nil_reason should be 'inapplicable'. ","rings","ASCII_Integer","0","1","-9223372036854775808","9223372036854775807","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","INTEGER"
"rings:Occultation_Ring_Profile:2       rings:frequency_band:1                ","Attribute","frequency_band","n/a","rings"," The frequency_band attribute provides the one or two letter identifier for the frequency band associated with radio occultation data. Required in labels for radio occultations; not used for stellar occultations. ","rings","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"rings:Occultation_Ring_Profile:2       rings:frequency_band:2                 Value:C","Value","C","","","Frequency range: 5.85 to 8.20 GHz "
"rings:Occultation_Ring_Profile:2       rings:frequency_band:2                 Value:D","Value","D","","","Frequency range: 2.20 to 3.30 GHz "
