"Sort Key","Type","Name","Version","Name Space Id","Description","Steward","Value Type","Minimum Cardinality","Maximum Cardinality","Minimum Value","Maximum Value","Minimum Characters","Maximum Characters","Unit of Measure Type","Specified Unit Id","Attribute Concept","Conceptual Domain"
"disp:Color_Display_Settings:1        ","Class","Color_Display_Settings","1.0.0.0","disp","The Color_Display_Settings class provides guidance to data users on how to display a multi-banded Array object on a color-capable display device.","img","","","","","","","","","","",""
"geom:Coordinate_Space_Index:2         geom:index_sequence_number:1         ","Attribute","index_sequence_number","n/a","geom","The index_sequence_number attribute supplies the sequence identifier for the associated value in a group of related values. ","geo","ASCII_Short_String_Collapsed","1","3","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:Coordinate_Space_Index:2         geom:index_name:1                    ","Attribute","index_name","n/a","geom","The index_name attribute supplies the formal name for the associated value in a group of related values. ","geo","ASCII_Short_String_Collapsed","1","3","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:Coordinate_Space_Index:2         geom:index_id:1                      ","Attribute","index_id","n/a","geom","The index_id attribute supplies a short name (identifier) for the associated value in a group of related values. ","geo","ASCII_Short_String_Collapsed","1","3","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:Coordinate_Space_Indexed:1      ","Class","Coordinate_Space_Indexed","1.0.0.0","geom","The Coordinate_Space_Indexed class contains the attributes and classes identifying the indexed coordinate space. ","geo","","","","","","","","","","",""
"geom:Coordinate_Space_Indexed:2       geom:coordinate_space_frame_type:1   ","Attribute","coordinate_space_frame_type","n/a","geom","The coordinate_space_frame_type attribute identifies the type of frame being described, such as SITE, LOCAL_LEVEL, LANDER, ROVER, ARM, etc. When combined with Coordinate_Space_Index and the optional solution_id in the Coordinate_Space_Indexed class, this serves to fully name an instance of a coordinate space. ","geo","ASCII_Short_String_Collapsed","1","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:Coordinate_Space_Indexed:2       geom:coordinate_space_frame_type:2    Value:AEGIS_1","Value","AEGIS_1","","","AEGIS target number 1. AEGIS is a component of rover software that selects targets for further investigation based on user defined parameters."
"geom:Coordinate_Space_Indexed:2       geom:coordinate_space_frame_type:2    Value:AEGIS_2","Value","AEGIS_2","","","AEGIS target number 2. AEGIS is a component of rover software that selects targets for further investigation based on user defined parameters."
"geom:Coordinate_Space_Indexed:2       geom:coordinate_space_frame_type:2    Value:AEGIS_3","Value","AEGIS_3","","","AEGIS target number 3. AEGIS is a component of rover software that selects targets for further investigation based on user defined parameters."
"geom:Coordinate_Space_Indexed:2       geom:coordinate_space_frame_type:2    Value:AEGIS_4","Value","AEGIS_4","","","AEGIS target number 4. AEGIS is a component of rover software that selects targets for further investigation based on user defined parameters."
"geom:Coordinate_Space_Indexed:2       geom:coordinate_space_frame_type:2    Value:AEGIS_5","Value","AEGIS_5","","","AEGIS target number 5. AEGIS is a component of rover software that selects targets for further investigation based on user defined parameters."
"geom:Coordinate_Space_Indexed:2       geom:coordinate_space_frame_type:2    Value:APXS_Frame","Value","APXS_Frame","","","Frame defining the APXS instrument on a movable arm."
"geom:Coordinate_Space_Indexed:2       geom:coordinate_space_frame_type:2    Value:ARM_CUSTOM_TCP_FRAME","Value","ARM_CUSTOM_TCP_FRAME","","","Frame describing a user-defined Tool Control Point for a movable arm."
"geom:Coordinate_Space_Indexed:2       geom:coordinate_space_frame_type:2    Value:ARM_DOCKING_POST_FRA","Value","ARM_DOCKING_POST_FRAME","","","Frame describing the docking post on a movable arm."
"geom:Coordinate_Space_Indexed:2       geom:coordinate_space_frame_type:2    Value:ARM_DRILL_FRAME","Value","ARM_DRILL_FRAME","","","Frame describing the drill on a movable arm."
"geom:Coordinate_Space_Indexed:2       geom:coordinate_space_frame_type:2    Value:ARM_DRT_FRAME","Value","ARM_DRT_FRAME","","","Frame describing the Dust Removal Tool on a movable arm."
"geom:Coordinate_Space_Indexed:2       geom:coordinate_space_frame_type:2    Value:ARM_FCS_FRAME","Value","ARM_FCS_FRAME","","","Frame describing the FCS (Facility Contact Switch) device on a movable arm."
"geom:Coordinate_Space_Indexed:2       geom:coordinate_space_frame_type:2    Value:ARM_FRAME","Value","ARM_FRAME","","","Frame describing a defined portion of a movable arm."
"geom:Coordinate_Space_Indexed:2       geom:coordinate_space_frame_type:2    Value:ARM_GDRT_FRAME","Value","ARM_GDRT_FRAME","","","Frame describing the GDRT (Gaseous Dust Removal Tool) device on a movable arm."
"geom:Coordinate_Space_Indexed:2       geom:coordinate_space_frame_type:2    Value:ARM_MAHLI_FRAME","Value","ARM_MAHLI_FRAME","","","Frame describing the MAHLI instrument on a movable arm."
"geom:Coordinate_Space_Indexed:2       geom:coordinate_space_frame_type:2    Value:ARM_PIXL_FRAME","Value","ARM_PIXL_FRAME","","","Frame describing the PIXL instrument on a movable arm."
"geom:Coordinate_Space_Indexed:2       geom:coordinate_space_frame_type:2    Value:ARM_PORTION_FRAME","Value","ARM_PORTION_FRAME","","","Frame describing the sample portioner device on a movable arm."
"geom:Coordinate_Space_Indexed:2       geom:coordinate_space_frame_type:2    Value:ARM_SCOOP_TCP_FRAME","Value","ARM_SCOOP_TCP_FRAME","","","Frame describing the Tool Control Point for the scoop on a movable arm."
"geom:Coordinate_Space_Indexed:2       geom:coordinate_space_frame_type:2    Value:ARM_SCOOP_TIP_FRAME","Value","ARM_SCOOP_TIP_FRAME","","","Frame describing the tip of a scoop on a movable arm."
"geom:Coordinate_Space_Indexed:2       geom:coordinate_space_frame_type:2    Value:ARM_SHERLOC_FRAME","Value","ARM_SHERLOC_FRAME","","","Frame describing the SHERLOC instrument on a movable arm."
"geom:Coordinate_Space_Indexed:2       geom:coordinate_space_frame_type:2    Value:ARM_TURRET_FRAME","Value","ARM_TURRET_FRAME","","","Frame describing the turret on a movable arm."
"geom:Coordinate_Space_Indexed:2       geom:coordinate_space_frame_type:2    Value:ARM_WATSON_FRAME","Value","ARM_WATSON_FRAME","","","Frame describing the Watson instrument component on a movable arm."
"geom:Coordinate_Space_Indexed:2       geom:coordinate_space_frame_type:2    Value:Arm_Custom_TCP_Frame","Value","Arm_Custom_TCP_Frame","","","Frame describing a user-defined Tool Control Point for a movable arm."
"geom:Coordinate_Space_Indexed:2       geom:coordinate_space_frame_type:2    Value:Arm_DRT_Frame","Value","Arm_DRT_Frame","","","Frame describing the Dust Removal Tool on a movable arm."
"geom:Coordinate_Space_Indexed:2       geom:coordinate_space_frame_type:2    Value:Arm_Docking_Post_Fra","Value","Arm_Docking_Post_Frame","","","Frame describing the docking post on a movable arm."
"geom:Coordinate_Space_Indexed:2       geom:coordinate_space_frame_type:2    Value:Arm_Drill_Frame","Value","Arm_Drill_Frame","","","Frame describing the drill on a movable arm."
"geom:Coordinate_Space_Indexed:2       geom:coordinate_space_frame_type:2    Value:Arm_FCS_Frame","Value","Arm_FCS_Frame","","","Frame describing the FCS (Facility Contact Switch) device on a movable arm."
"geom:Coordinate_Space_Indexed:2       geom:coordinate_space_frame_type:2    Value:Arm_Frame","Value","Arm_Frame","","","Frame describing a defined portion of a movable arm."
"geom:Coordinate_Space_Indexed:2       geom:coordinate_space_frame_type:2    Value:Arm_GDRT_Frame","Value","Arm_GDRT_Frame","","","Frame describing the GDRT (Gaseous Dust Removal Tool) device on a movable arm."
"geom:Coordinate_Space_Indexed:2       geom:coordinate_space_frame_type:2    Value:Arm_MAHLI_Frame","Value","Arm_MAHLI_Frame","","","Frame describing the MAHLI instrument on a movable arm."
"geom:Coordinate_Space_Indexed:2       geom:coordinate_space_frame_type:2    Value:Arm_PIXL_Frame","Value","Arm_PIXL_Frame","","","Frame describing the PIXL instrument on a movable arm."
"geom:Coordinate_Space_Indexed:2       geom:coordinate_space_frame_type:2    Value:Arm_Portion_Frame","Value","Arm_Portion_Frame","","","Frame describing the sample portioner device on a movable arm."
"geom:Coordinate_Space_Indexed:2       geom:coordinate_space_frame_type:2    Value:Arm_SHERLOC_Frame","Value","Arm_SHERLOC_Frame","","","Frame describing the SHERLOC instrument on a movable arm."
"geom:Coordinate_Space_Indexed:2       geom:coordinate_space_frame_type:2    Value:Arm_Scoop_TCP_Frame","Value","Arm_Scoop_TCP_Frame","","","Frame describing the Tool Control Point for the scoop on a movable arm."
